nct_id,downcase_mesh_term,mesh_type
NCT01088308,cardiovascular diseases,mesh-ancestor
NCT01088308,pathologic processes,mesh-ancestor
NCT01088308,cardiac conduction system disease,mesh-ancestor
NCT00958776,pharyngeal diseases,mesh-ancestor
NCT00958776,stomatognathic diseases,mesh-ancestor
NCT00958776,otorhinolaryngologic diseases,mesh-ancestor
NCT01690325,breast diseases,mesh-ancestor
NCT01690325,skin diseases,mesh-ancestor
NCT01690572,coronary disease,mesh-list
NCT01690572,coronary artery disease,mesh-list
NCT01690572,myocardial ischemia,mesh-ancestor
NCT01690572,heart diseases,mesh-ancestor
NCT01690572,cardiovascular diseases,mesh-ancestor
NCT01690572,vascular diseases,mesh-ancestor
NCT01690572,arteriosclerosis,mesh-ancestor
NCT01690572,arterial occlusive diseases,mesh-ancestor
NCT01701843,mastocytosis,mesh-list
NCT01701843,"neoplasms, connective tissue",mesh-ancestor
NCT01701843,"neoplasms, connective and soft tissue",mesh-ancestor
NCT01701843,neoplasms by histologic type,mesh-ancestor
NCT01701843,neoplasms,mesh-ancestor
NCT01701843,skin diseases,mesh-ancestor
NCT01701843,immune complex diseases,mesh-ancestor
NCT01701843,hypersensitivity,mesh-ancestor
NCT01701843,immune system diseases,mesh-ancestor
NCT01749306,epidermolysis bullosa,mesh-list
NCT01749306,skin abnormalities,mesh-ancestor
NCT01749306,congenital abnormalities,mesh-ancestor
NCT01749306,"skin diseases, genetic",mesh-ancestor
NCT01749306,"genetic diseases, inborn",mesh-ancestor
NCT01749306,skin diseases,mesh-ancestor
NCT01749306,"skin diseases, vesiculobullous",mesh-ancestor
NCT01817738,prostatic diseases,mesh-ancestor
NCT01888796,diabetes mellitus,mesh-list
NCT01888796,"diabetes mellitus, type 2",mesh-list
NCT01888796,glucose metabolism disorders,mesh-ancestor
NCT01888796,metabolic diseases,mesh-ancestor
NCT01888796,endocrine system diseases,mesh-ancestor
NCT02034279,infections,mesh-list
NCT02034279,urinary tract infections,mesh-list
NCT02034279,bacterial infections,mesh-list
NCT02034279,liver diseases,mesh-list
NCT02034279,cholangitis,mesh-list
NCT02034279,digestive system diseases,mesh-ancestor
NCT02034279,bile duct diseases,mesh-ancestor
NCT02034279,biliary tract diseases,mesh-ancestor
NCT02034279,urologic diseases,mesh-ancestor
NCT02034279,bacterial infections and mycoses,mesh-ancestor
NCT00625898,breast neoplasms,mesh-list
NCT00625898,neoplasms by site,mesh-ancestor
NCT00625898,neoplasms,mesh-ancestor
NCT00625898,breast diseases,mesh-ancestor
NCT00625898,skin diseases,mesh-ancestor
NCT00118573,aneurysm,mesh-list
NCT00118573,aortic aneurysm,mesh-list
NCT00691912,breast neoplasms,mesh-list
NCT00691912,neoplasms by site,mesh-ancestor
NCT00691912,neoplasms,mesh-ancestor
NCT00691912,breast diseases,mesh-ancestor
NCT00691912,skin diseases,mesh-ancestor
NCT00690118,tdp-43 proteinopathies,mesh-ancestor
NCT00690118,proteostasis deficiencies,mesh-ancestor
NCT00690118,metabolic diseases,mesh-ancestor
NCT00056056,mycosis fungoides,mesh-list
NCT00056056,bacterial infections and mycoses,mesh-ancestor
NCT00056056,infections,mesh-ancestor
NCT00056056,"lymphoma, t-cell, cutaneous",mesh-ancestor
NCT00056056,"lymphoma, t-cell",mesh-ancestor
NCT00056056,"lymphoma, non-hodgkin",mesh-ancestor
NCT00056056,lymphoma,mesh-ancestor
NCT00056056,neoplasms by histologic type,mesh-ancestor
NCT00056056,neoplasms,mesh-ancestor
NCT00056056,lymphoproliferative disorders,mesh-ancestor
NCT00056056,lymphatic diseases,mesh-ancestor
NCT00056056,immunoproliferative disorders,mesh-ancestor
NCT00056056,immune system diseases,mesh-ancestor
NCT00704002,"fractures, bone",mesh-list
NCT00704002,wounds and injuries,mesh-ancestor
NCT02818959,aortic valve disease,mesh-ancestor
NCT02818959,ventricular outflow obstruction,mesh-ancestor
NCT00167596,sepsis,mesh-list
NCT00167596,toxemia,mesh-list
NCT00167596,critical illness,mesh-list
NCT00167596,infections,mesh-ancestor
NCT00167596,systemic inflammatory response syndrome,mesh-ancestor
NCT00167596,inflammation,mesh-ancestor
NCT00167596,pathologic processes,mesh-ancestor
NCT00167596,disease attributes,mesh-ancestor
NCT00298324,graft vs host disease,mesh-list
NCT00298324,immune system diseases,mesh-ancestor
NCT01023269,urinary incontinence,mesh-list
NCT01023269,enuresis,mesh-list
NCT01023269,"urinary bladder, overactive",mesh-list
NCT01023269,urination disorders,mesh-ancestor
NCT01023269,urologic diseases,mesh-ancestor
NCT01023269,lower urinary tract symptoms,mesh-ancestor
NCT01023269,urological manifestations,mesh-ancestor
NCT01023269,behavioral symptoms,mesh-ancestor
NCT01023269,elimination disorders,mesh-ancestor
NCT00714883,coronary disease,mesh-list
NCT00714883,myocardial ischemia,mesh-ancestor
NCT00714883,heart diseases,mesh-ancestor
NCT00714883,cardiovascular diseases,mesh-ancestor
NCT00714883,vascular diseases,mesh-ancestor
NCT01014767,brain neoplasms,mesh-list
NCT01014767,choroid plexus neoplasms,mesh-list
NCT01014767,neoplasms,mesh-ancestor
NCT01014767,central nervous system neoplasms,mesh-ancestor
NCT01014767,nervous system neoplasms,mesh-ancestor
NCT01014767,neoplasms by site,mesh-ancestor
NCT01014767,brain diseases,mesh-ancestor
NCT01014767,central nervous system diseases,mesh-ancestor
NCT01014767,nervous system diseases,mesh-ancestor
NCT01014767,cerebral ventricle neoplasms,mesh-ancestor
NCT00716833,"aneurysm, dissecting",mesh-list
NCT00716833,aneurysm,mesh-ancestor
NCT00716833,vascular diseases,mesh-ancestor
NCT00716833,cardiovascular diseases,mesh-ancestor
NCT00727207,lymphoma,mesh-list
NCT00727207,"lymphoma, mantle-cell",mesh-list
NCT00727207,neoplasms by histologic type,mesh-ancestor
NCT00727207,neoplasms,mesh-ancestor
NCT00727207,lymphoproliferative disorders,mesh-ancestor
NCT00727207,lymphatic diseases,mesh-ancestor
NCT00727207,immunoproliferative disorders,mesh-ancestor
NCT00727207,immune system diseases,mesh-ancestor
NCT00727207,"lymphoma, non-hodgkin",mesh-ancestor
NCT00089804,"lupus erythematosus, systemic",mesh-list
NCT00089804,kidney diseases,mesh-ancestor
NCT00089804,urologic diseases,mesh-ancestor
NCT00089804,connective tissue diseases,mesh-ancestor
NCT00089804,autoimmune diseases,mesh-ancestor
NCT00089804,immune system diseases,mesh-ancestor
NCT00089804,glomerulonephritis,mesh-ancestor
NCT00742495,lymphoma,mesh-list
NCT00742495,leukemia,mesh-list
NCT00742495,"lymphoma, non-hodgkin",mesh-list
NCT00742495,precursor cell lymphoblastic leukemia-lymphoma,mesh-list
NCT00742495,"leukemia, lymphoid",mesh-list
NCT00742495,"lymphoma, t-cell",mesh-list
NCT00742495,precursor t-cell lymphoblastic leukemia-lymphoma,mesh-list
NCT00742495,neoplasms by histologic type,mesh-ancestor
NCT00742495,neoplasms,mesh-ancestor
NCT00742495,lymphoproliferative disorders,mesh-ancestor
NCT00742495,lymphatic diseases,mesh-ancestor
NCT00742495,immunoproliferative disorders,mesh-ancestor
NCT00742495,immune system diseases,mesh-ancestor
NCT02594332,asthma,mesh-list
NCT02594332,pulmonary eosinophilia,mesh-list
NCT02594332,bronchial diseases,mesh-ancestor
NCT02594332,respiratory tract diseases,mesh-ancestor
NCT02594332,"lung diseases, obstructive",mesh-ancestor
NCT02594332,lung diseases,mesh-ancestor
NCT02594332,respiratory hypersensitivity,mesh-ancestor
NCT02594332,"hypersensitivity, immediate",mesh-ancestor
NCT02594332,hypersensitivity,mesh-ancestor
NCT02594332,immune system diseases,mesh-ancestor
NCT02594332,hypereosinophilic syndrome,mesh-ancestor
NCT02594332,eosinophilia,mesh-ancestor
NCT02594332,leukocyte disorders,mesh-ancestor
NCT02594332,hematologic diseases,mesh-ancestor
NCT00688597,glycogen storage disease type ii,mesh-list
NCT00688597,"lysosomal storage diseases, nervous system",mesh-ancestor
NCT00688597,"brain diseases, metabolic, inborn",mesh-ancestor
NCT00688597,"brain diseases, metabolic",mesh-ancestor
NCT00688597,brain diseases,mesh-ancestor
NCT00688597,central nervous system diseases,mesh-ancestor
NCT00688597,nervous system diseases,mesh-ancestor
NCT00688597,"metabolism, inborn errors",mesh-ancestor
NCT00688597,"genetic diseases, inborn",mesh-ancestor
NCT00688597,glycogen storage disease,mesh-ancestor
NCT00688597,"carbohydrate metabolism, inborn errors",mesh-ancestor
NCT00688597,lysosomal storage diseases,mesh-ancestor
NCT00688597,metabolic diseases,mesh-ancestor
NCT02585752,"lung diseases, obstructive",mesh-list
NCT02585752,"pulmonary disease, chronic obstructive",mesh-list
NCT02585752,lung diseases,mesh-ancestor
NCT02585752,respiratory tract diseases,mesh-ancestor
NCT01564095,liver diseases,mesh-list
NCT01564095,reperfusion injury,mesh-list
NCT01564095,ischemia,mesh-list
NCT01564095,wounds and injuries,mesh-list
NCT01564095,digestive system diseases,mesh-ancestor
NCT01564095,pathologic processes,mesh-ancestor
NCT01564095,vascular diseases,mesh-ancestor
NCT01564095,cardiovascular diseases,mesh-ancestor
NCT01564095,postoperative complications,mesh-ancestor
NCT00776191,"kidney failure, chronic",mesh-list
NCT00776191,kidney diseases,mesh-ancestor
NCT00776191,urologic diseases,mesh-ancestor
NCT00776191,"renal insufficiency, chronic",mesh-ancestor
NCT00776191,renal insufficiency,mesh-ancestor
NCT01627379,"neoplasms, squamous cell",mesh-list
NCT01627379,"carcinoma, squamous cell",mesh-list
NCT01627379,esophageal squamous cell carcinoma,mesh-list
NCT01627379,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01627379,neoplasms by histologic type,mesh-ancestor
NCT01627379,neoplasms,mesh-ancestor
NCT01627379,carcinoma,mesh-ancestor
NCT01627379,esophageal neoplasms,mesh-ancestor
NCT01627379,gastrointestinal neoplasms,mesh-ancestor
NCT01627379,digestive system neoplasms,mesh-ancestor
NCT01627379,neoplasms by site,mesh-ancestor
NCT01627379,head and neck neoplasms,mesh-ancestor
NCT01627379,digestive system diseases,mesh-ancestor
NCT01627379,esophageal diseases,mesh-ancestor
NCT01627379,gastrointestinal diseases,mesh-ancestor
NCT01666600,glioblastoma,mesh-list
NCT01666600,astrocytoma,mesh-ancestor
NCT01666600,glioma,mesh-ancestor
NCT01666600,"neoplasms, neuroepithelial",mesh-ancestor
NCT01666600,neuroectodermal tumors,mesh-ancestor
NCT01666600,"neoplasms, germ cell and embryonal",mesh-ancestor
NCT01666600,neoplasms by histologic type,mesh-ancestor
NCT01666600,neoplasms,mesh-ancestor
NCT01666600,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01666600,"neoplasms, nerve tissue",mesh-ancestor
NCT00806468,neurodegenerative diseases,mesh-ancestor
NCT00983151,obstetric labor complications,mesh-ancestor
NCT00983151,pregnancy complications,mesh-ancestor
NCT00983151,"sexual dysfunction, physiological",mesh-ancestor
NCT00983151,"sexual dysfunctions, psychological",mesh-ancestor
NCT00983151,mental disorders,mesh-ancestor
NCT00823225,diabetic foot,mesh-list
NCT00823225,arterial occlusive diseases,mesh-list
NCT00823225,ischemia,mesh-list
NCT00823225,pathologic processes,mesh-ancestor
NCT00823225,diabetic angiopathies,mesh-ancestor
NCT00823225,vascular diseases,mesh-ancestor
NCT00823225,cardiovascular diseases,mesh-ancestor
NCT00823225,foot ulcer,mesh-ancestor
NCT00823225,leg ulcer,mesh-ancestor
NCT00823225,skin ulcer,mesh-ancestor
NCT00823225,skin diseases,mesh-ancestor
NCT00823225,diabetes complications,mesh-ancestor
NCT00823225,diabetes mellitus,mesh-ancestor
NCT00823225,endocrine system diseases,mesh-ancestor
NCT00823225,diabetic neuropathies,mesh-ancestor
NCT01242956,stroke,mesh-list
NCT01242956,paresis,mesh-list
NCT01242956,cerebrovascular disorders,mesh-ancestor
NCT01242956,brain diseases,mesh-ancestor
NCT00967343,leukemia,mesh-list
NCT00967343,multiple myeloma,mesh-list
NCT00967343,myelodysplastic syndromes,mesh-list
NCT00967343,myeloproliferative disorders,mesh-list
NCT00967343,neoplasms by histologic type,mesh-ancestor
NCT00967343,neoplasms,mesh-ancestor
NCT00967343,"neoplasms, plasma cell",mesh-ancestor
NCT00967343,hemostatic disorders,mesh-ancestor
NCT00967343,vascular diseases,mesh-ancestor
NCT00967343,cardiovascular diseases,mesh-ancestor
NCT00967343,paraproteinemias,mesh-ancestor
NCT00967343,blood protein disorders,mesh-ancestor
NCT00967343,hematologic diseases,mesh-ancestor
NCT00967343,hemorrhagic disorders,mesh-ancestor
NCT00967343,lymphoproliferative disorders,mesh-ancestor
NCT00967343,immunoproliferative disorders,mesh-ancestor
NCT00967343,immune system diseases,mesh-ancestor
NCT00967343,bone marrow diseases,mesh-ancestor
NCT01242956,central nervous system diseases,mesh-ancestor
NCT01242956,nervous system diseases,mesh-ancestor
NCT01242956,vascular diseases,mesh-ancestor
NCT01242956,cardiovascular diseases,mesh-ancestor
NCT01242956,neurologic manifestations,mesh-ancestor
NCT00496067,"neoplasms, connective and soft tissue",mesh-ancestor
NCT00496067,neoplasms by histologic type,mesh-ancestor
NCT00496067,neoplasms,mesh-ancestor
NCT00496067,"neoplasms, connective tissue",mesh-ancestor
NCT00900146,"diabetes mellitus, type 2",mesh-list
NCT00900146,diabetes mellitus,mesh-ancestor
NCT00900146,glucose metabolism disorders,mesh-ancestor
NCT00900146,metabolic diseases,mesh-ancestor
NCT00900146,endocrine system diseases,mesh-ancestor
NCT00839059,leukemia,mesh-list
NCT00839059,"leukemia, myeloid",mesh-list
NCT00839059,"leukemia, myeloid, acute",mesh-list
NCT00839059,neoplasms by histologic type,mesh-ancestor
NCT00839059,neoplasms,mesh-ancestor
NCT00511160,myocarditis,mesh-list
NCT00511160,cardiomyopathies,mesh-ancestor
NCT00511160,heart diseases,mesh-ancestor
NCT00511160,cardiovascular diseases,mesh-ancestor
NCT00528671,hemorrhage,mesh-list
NCT00528671,pathologic processes,mesh-ancestor
NCT00881257,vascular diseases,mesh-list
NCT00881257,peripheral vascular diseases,mesh-list
NCT00881257,peripheral arterial disease,mesh-list
NCT00881257,cardiovascular diseases,mesh-ancestor
NCT00881257,atherosclerosis,mesh-ancestor
NCT00881257,arteriosclerosis,mesh-ancestor
NCT00881257,arterial occlusive diseases,mesh-ancestor
NCT00895297,leukemia,mesh-list
NCT00895297,"leukemia, myeloid",mesh-list
NCT00895297,"leukemia, myelogenous, chronic, bcr-abl positive",mesh-list
NCT00895297,neoplasms by histologic type,mesh-ancestor
NCT00895297,neoplasms,mesh-ancestor
NCT00895297,myeloproliferative disorders,mesh-ancestor
NCT00895297,bone marrow diseases,mesh-ancestor
NCT02772146,cardio-renal syndrome,mesh-list
NCT02772146,heart failure,mesh-list
NCT02772146,heart diseases,mesh-ancestor
NCT02772146,cardiovascular diseases,mesh-ancestor
NCT02772146,renal insufficiency,mesh-ancestor
NCT02772146,kidney diseases,mesh-ancestor
NCT02772146,urologic diseases,mesh-ancestor
NCT02699034,atrial flutter,mesh-list
NCT02699034,"arrhythmias, cardiac",mesh-ancestor
NCT02699034,heart diseases,mesh-ancestor
NCT02699034,cardiovascular diseases,mesh-ancestor
NCT02699034,pathologic processes,mesh-ancestor
NCT02726048,"pulmonary disease, chronic obstructive",mesh-list
NCT02726048,"sleep apnea, obstructive",mesh-list
NCT02726048,hypoventilation,mesh-list
NCT02726048,obesity hypoventilation syndrome,mesh-list
NCT02726048,neuromuscular diseases,mesh-list
NCT02726048,lung diseases,mesh-ancestor
NCT02726048,respiratory tract diseases,mesh-ancestor
NCT02726048,sleep apnea syndromes,mesh-ancestor
NCT02726048,apnea,mesh-ancestor
NCT02726048,respiration disorders,mesh-ancestor
NCT02726048,"sleep disorders, intrinsic",mesh-ancestor
NCT02726048,dyssomnias,mesh-ancestor
NCT00618384,carcinoma,mesh-list
NCT02675816,sleep apnea syndromes,mesh-list
NCT02675816,"sleep apnea, obstructive",mesh-list
NCT02675816,apnea,mesh-ancestor
NCT02675816,respiration disorders,mesh-ancestor
NCT02675816,respiratory tract diseases,mesh-ancestor
NCT02675816,"sleep disorders, intrinsic",mesh-ancestor
NCT02675816,dyssomnias,mesh-ancestor
NCT02675816,sleep wake disorders,mesh-ancestor
NCT02675816,nervous system diseases,mesh-ancestor
NCT01208233,stroke,mesh-list
NCT01208233,ischemic stroke,mesh-list
NCT01208233,cerebral infarction,mesh-list
NCT01208233,ischemia,mesh-list
NCT01208233,cerebrovascular disorders,mesh-ancestor
NCT01208233,brain diseases,mesh-ancestor
NCT01208233,central nervous system diseases,mesh-ancestor
NCT01208233,nervous system diseases,mesh-ancestor
NCT01208233,vascular diseases,mesh-ancestor
NCT01208233,cardiovascular diseases,mesh-ancestor
NCT01208233,pathologic processes,mesh-ancestor
NCT01208233,brain infarction,mesh-ancestor
NCT01208233,brain ischemia,mesh-ancestor
NCT01208233,infarction,mesh-ancestor
NCT01208233,necrosis,mesh-ancestor
NCT00557921,coronary artery disease,mesh-list
NCT00557921,myocardial infarction,mesh-list
NCT00557921,acute coronary syndrome,mesh-list
NCT00557921,infarction,mesh-list
NCT00557921,pathologic processes,mesh-ancestor
NCT00557921,ischemia,mesh-ancestor
NCT00557921,necrosis,mesh-ancestor
NCT00557921,coronary disease,mesh-ancestor
NCT00557921,myocardial ischemia,mesh-ancestor
NCT00557921,heart diseases,mesh-ancestor
NCT00557921,cardiovascular diseases,mesh-ancestor
NCT00557921,arteriosclerosis,mesh-ancestor
NCT00557921,arterial occlusive diseases,mesh-ancestor
NCT00557921,vascular diseases,mesh-ancestor
NCT00647192,atrial fibrillation,mesh-list
NCT00647192,recurrence,mesh-list
NCT00647192,"arrhythmias, cardiac",mesh-ancestor
NCT00647192,heart diseases,mesh-ancestor
NCT00647192,cardiovascular diseases,mesh-ancestor
NCT00647192,pathologic processes,mesh-ancestor
NCT00647192,disease attributes,mesh-ancestor
NCT00912561,"constriction, pathologic",mesh-list
NCT00912561,"pathological conditions, anatomical",mesh-ancestor
NCT00559286,hypertension,mesh-list
NCT00559286,"diabetes mellitus, type 2",mesh-list
NCT00559286,vascular diseases,mesh-ancestor
NCT00559286,cardiovascular diseases,mesh-ancestor
NCT00559286,diabetes mellitus,mesh-ancestor
NCT00559286,glucose metabolism disorders,mesh-ancestor
NCT00559286,metabolic diseases,mesh-ancestor
NCT00559286,endocrine system diseases,mesh-ancestor
NCT00720850,leukemia,mesh-list
NCT00720850,preleukemia,mesh-list
NCT00720850,"leukemia, myeloid",mesh-list
NCT00720850,"leukemia, myeloid, acute",mesh-list
NCT00720850,myelodysplastic syndromes,mesh-list
NCT00720850,syndrome,mesh-list
NCT00720850,disease,mesh-ancestor
NCT00720850,pathologic processes,mesh-ancestor
NCT00720850,neoplasms by histologic type,mesh-ancestor
NCT00720850,neoplasms,mesh-ancestor
NCT00720850,bone marrow diseases,mesh-ancestor
NCT00720850,hematologic diseases,mesh-ancestor
NCT00720850,precancerous conditions,mesh-ancestor
NCT02632292,coronary artery disease,mesh-list
NCT02632292,diabetes mellitus,mesh-list
NCT02632292,glucose metabolism disorders,mesh-ancestor
NCT02632292,metabolic diseases,mesh-ancestor
NCT02632292,endocrine system diseases,mesh-ancestor
NCT02632292,coronary disease,mesh-ancestor
NCT02632292,myocardial ischemia,mesh-ancestor
NCT02632292,heart diseases,mesh-ancestor
NCT02632292,cardiovascular diseases,mesh-ancestor
NCT02632292,arteriosclerosis,mesh-ancestor
NCT02632292,arterial occlusive diseases,mesh-ancestor
NCT02632292,vascular diseases,mesh-ancestor
NCT00663104,bone diseases,mesh-list
NCT00663104,"menopause, premature",mesh-list
NCT00663104,primary ovarian insufficiency,mesh-list
NCT00663104,coronary disease,mesh-list
NCT00663104,metabolic syndrome,mesh-list
NCT00663104,syndrome,mesh-list
NCT00663104,disease,mesh-ancestor
NCT00663104,pathologic processes,mesh-ancestor
NCT00663104,insulin resistance,mesh-ancestor
NCT00663104,hyperinsulinism,mesh-ancestor
NCT00663104,glucose metabolism disorders,mesh-ancestor
NCT00663104,metabolic diseases,mesh-ancestor
NCT00663104,myocardial ischemia,mesh-ancestor
NCT00663104,heart diseases,mesh-ancestor
NCT00663104,cardiovascular diseases,mesh-ancestor
NCT00663104,vascular diseases,mesh-ancestor
NCT00663104,musculoskeletal diseases,mesh-ancestor
NCT00663104,ovarian diseases,mesh-ancestor
NCT00663104,adnexal diseases,mesh-ancestor
NCT00663104,gonadal disorders,mesh-ancestor
NCT00663104,endocrine system diseases,mesh-ancestor
NCT01755871,sclerosis,mesh-list
NCT01018069,leukemia,mesh-list
NCT01018069,neoplasms by histologic type,mesh-ancestor
NCT01018069,neoplasms,mesh-ancestor
NCT00911027,prostatic neoplasms,mesh-list
NCT00911027,"genital neoplasms, male",mesh-ancestor
NCT00911027,urogenital neoplasms,mesh-ancestor
NCT00911027,neoplasms by site,mesh-ancestor
NCT00911027,neoplasms,mesh-ancestor
NCT00911027,prostatic diseases,mesh-ancestor
NCT00659867,colitis,mesh-list
NCT00659867,"colitis, ulcerative",mesh-list
NCT00659867,ulcer,mesh-list
NCT00659867,gastroenteritis,mesh-ancestor
NCT00659867,gastrointestinal diseases,mesh-ancestor
NCT00659867,digestive system diseases,mesh-ancestor
NCT00659867,colonic diseases,mesh-ancestor
NCT00659867,intestinal diseases,mesh-ancestor
NCT00659867,pathologic processes,mesh-ancestor
NCT00659867,inflammatory bowel diseases,mesh-ancestor
NCT00667810,alzheimer disease,mesh-list
NCT00667810,dementia,mesh-ancestor
NCT00667810,brain diseases,mesh-ancestor
NCT00667810,central nervous system diseases,mesh-ancestor
NCT00667810,nervous system diseases,mesh-ancestor
NCT00667810,tauopathies,mesh-ancestor
NCT00667810,neurodegenerative diseases,mesh-ancestor
NCT00667810,neurocognitive disorders,mesh-ancestor
NCT00667810,mental disorders,mesh-ancestor
NCT00847379,muscular dystrophies,mesh-list
NCT00847379,"muscular dystrophy, duchenne",mesh-list
NCT00847379,"muscular disorders, atrophic",mesh-ancestor
NCT00847379,muscular diseases,mesh-ancestor
NCT00847379,musculoskeletal diseases,mesh-ancestor
NCT00847379,neuromuscular diseases,mesh-ancestor
NCT00847379,nervous system diseases,mesh-ancestor
NCT00847379,"genetic diseases, inborn",mesh-ancestor
NCT00847379,"genetic diseases, x-linked",mesh-ancestor
NCT00850499,lymphoma,mesh-list
NCT00850499,"lymphoma, follicular",mesh-list
NCT00831233,prostatic neoplasms,mesh-list
NCT00831233,"genital neoplasms, male",mesh-ancestor
NCT00831233,urogenital neoplasms,mesh-ancestor
NCT00831233,neoplasms by site,mesh-ancestor
NCT00831233,neoplasms,mesh-ancestor
NCT00831233,prostatic diseases,mesh-ancestor
NCT00761280,glioblastoma,mesh-list
NCT00761280,astrocytoma,mesh-list
NCT00761280,glioma,mesh-ancestor
NCT00761280,"neoplasms, neuroepithelial",mesh-ancestor
NCT00761280,neuroectodermal tumors,mesh-ancestor
NCT00761280,"neoplasms, germ cell and embryonal",mesh-ancestor
NCT00761280,neoplasms by histologic type,mesh-ancestor
NCT00761280,neoplasms,mesh-ancestor
NCT00761280,"neoplasms, glandular and epithelial",mesh-ancestor
NCT00761280,"neoplasms, nerve tissue",mesh-ancestor
NCT02595840,"carcinoma, non-small-cell lung",mesh-list
NCT02595840,"carcinoma, bronchogenic",mesh-ancestor
NCT02595840,bronchial neoplasms,mesh-ancestor
NCT02595840,lung neoplasms,mesh-ancestor
NCT02595840,respiratory tract neoplasms,mesh-ancestor
NCT02595840,thoracic neoplasms,mesh-ancestor
NCT02595840,neoplasms by site,mesh-ancestor
NCT02595840,neoplasms,mesh-ancestor
NCT02595840,lung diseases,mesh-ancestor
NCT02595840,respiratory tract diseases,mesh-ancestor
NCT00710541,lung diseases,mesh-list
NCT00710541,"lung diseases, obstructive",mesh-list
NCT00710541,"pulmonary disease, chronic obstructive",mesh-list
NCT00710541,hypercapnia,mesh-list
NCT00710541,respiratory tract diseases,mesh-ancestor
NCT00710541,"signs and symptoms, respiratory",mesh-ancestor
NCT00717639,arterial occlusive diseases,mesh-list
NCT00717639,peripheral arterial disease,mesh-list
NCT00717639,vascular diseases,mesh-ancestor
NCT00717639,cardiovascular diseases,mesh-ancestor
NCT00717639,atherosclerosis,mesh-ancestor
NCT00723411,diabetes mellitus,mesh-list
NCT00723411,"diabetes mellitus, type 1",mesh-list
NCT00723411,glucose metabolism disorders,mesh-ancestor
NCT00723411,metabolic diseases,mesh-ancestor
NCT00723411,endocrine system diseases,mesh-ancestor
NCT00753441,pancreatic neoplasms,mesh-list
NCT00753441,digestive system neoplasms,mesh-ancestor
NCT00753441,neoplasms by site,mesh-ancestor
NCT00753441,neoplasms,mesh-ancestor
NCT00753441,endocrine gland neoplasms,mesh-ancestor
NCT00676143,alzheimer disease,mesh-list
NCT00676143,dementia,mesh-ancestor
NCT00676143,brain diseases,mesh-ancestor
NCT00676143,central nervous system diseases,mesh-ancestor
NCT00676143,nervous system diseases,mesh-ancestor
NCT00676143,tauopathies,mesh-ancestor
NCT00676143,neurodegenerative diseases,mesh-ancestor
NCT00676143,neurocognitive disorders,mesh-ancestor
NCT00676143,mental disorders,mesh-ancestor
NCT00923234,hematologic diseases,mesh-ancestor
NCT00923234,precancerous conditions,mesh-ancestor
NCT00711542,ischemia,mesh-ancestor
NCT00711542,pathologic processes,mesh-ancestor
NCT00711542,necrosis,mesh-ancestor
NCT00711542,coronary disease,mesh-ancestor
NCT00711542,myocardial ischemia,mesh-ancestor
NCT00711542,heart diseases,mesh-ancestor
NCT00711542,cardiovascular diseases,mesh-ancestor
NCT00711542,arteriosclerosis,mesh-ancestor
NCT00711542,arterial occlusive diseases,mesh-ancestor
NCT00711542,vascular diseases,mesh-ancestor
NCT00595647,coronary artery disease,mesh-list
NCT00595647,coronary disease,mesh-ancestor
NCT00595647,myocardial ischemia,mesh-ancestor
NCT00595647,heart diseases,mesh-ancestor
NCT00595647,cardiovascular diseases,mesh-ancestor
NCT00595647,arteriosclerosis,mesh-ancestor
NCT00595647,arterial occlusive diseases,mesh-ancestor
NCT00595647,vascular diseases,mesh-ancestor
NCT01079091,liver failure,mesh-list
NCT01079091,hepatic insufficiency,mesh-list
NCT01079091,end stage liver disease,mesh-list
NCT01079091,acute-on-chronic liver failure,mesh-list
NCT01079091,liver diseases,mesh-ancestor
NCT01079091,digestive system diseases,mesh-ancestor
NCT01079091,"liver failure, acute",mesh-ancestor
NCT01145404,esophageal neoplasms,mesh-list
NCT01145404,gastrointestinal neoplasms,mesh-ancestor
NCT01145404,digestive system neoplasms,mesh-ancestor
NCT01145404,neoplasms by site,mesh-ancestor
NCT01145404,neoplasms,mesh-ancestor
NCT01145404,head and neck neoplasms,mesh-ancestor
NCT01145404,digestive system diseases,mesh-ancestor
NCT01145404,esophageal diseases,mesh-ancestor
NCT01145404,gastrointestinal diseases,mesh-ancestor
NCT01259830,"pain, postoperative",mesh-list
NCT01259830,postoperative complications,mesh-ancestor
NCT01259830,pathologic processes,mesh-ancestor
NCT01259830,pain,mesh-ancestor
NCT01259830,neurologic manifestations,mesh-ancestor
NCT01176214,central nervous system diseases,mesh-ancestor
NCT01176214,nervous system diseases,mesh-ancestor
NCT01176214,vascular diseases,mesh-ancestor
NCT01176214,cardiovascular diseases,mesh-ancestor
NCT01298830,hemorrhage,mesh-list
NCT01039103,multiple sclerosis,mesh-list
NCT01039103,"multiple sclerosis, relapsing-remitting",mesh-list
NCT01039103,syndrome,mesh-list
NCT01039103,sclerosis,mesh-list
NCT01039103,disease,mesh-ancestor
NCT01039103,pathologic processes,mesh-ancestor
NCT01039103,"demyelinating autoimmune diseases, cns",mesh-ancestor
NCT01039103,autoimmune diseases of the nervous system,mesh-ancestor
NCT01039103,nervous system diseases,mesh-ancestor
NCT01039103,demyelinating diseases,mesh-ancestor
